% La2004 solution of eccentricity, precession and obliquity
% Obtained from http://vo.imcce.fr/insola/earth/online/earth/online/index.php
% Time (ky)     Eccentricity    Precession    Obliquity 
   -4382.000       0.003239      -0.002890       0.408294
   -4381.000       0.003492      -0.003213       0.407272
   -4380.000       0.003921      -0.003763       0.406195
   -4379.000       0.004488      -0.004448       0.405076
   -4378.000       0.005088      -0.005084       0.403933
   -4377.000       0.005858      -0.005662       0.402780
   -4376.000       0.006598      -0.005831       0.401636
   -4375.000       0.007380      -0.005493       0.400527
   -4374.000       0.008272      -0.004524       0.399471
   -4373.000       0.009106      -0.002807       0.398496
   -4372.000       0.009968      -0.000375       0.397628
   -4371.000       0.010918       0.002582       0.396889
   -4370.000       0.011791       0.005904       0.396303
   -4369.000       0.012726       0.009240       0.395896
   -4368.000       0.013660       0.012178       0.395679
   -4367.000       0.014586       0.014356       0.395666
   -4366.000       0.015576       0.015466       0.395868
   -4365.000       0.016456       0.015085       0.396282
   -4364.000       0.017471       0.013276       0.396905
   -4363.000       0.018406       0.009870       0.397729
   -4362.000       0.019318       0.005168       0.398733
   -4361.000       0.020280      -0.000533       0.399897
   -4360.000       0.021217      -0.006700       0.401195
   -4359.000       0.022073      -0.012828       0.402593
   -4358.000       0.022990      -0.018198       0.404056
   -4357.000       0.023867      -0.022329       0.405549
   -4356.000       0.024703      -0.024653       0.407027
   -4355.000       0.025541      -0.024872       0.408451
   -4354.000       0.026339      -0.022801       0.409784
   -4353.000       0.027175      -0.018538       0.410984
   -4352.000       0.027907      -0.012344       0.412020
   -4351.000       0.028670      -0.004654       0.412864
   -4350.000       0.029446       0.003783       0.413489
   -4349.000       0.030118       0.012378       0.413882
   -4348.000       0.030811       0.020217       0.414032
   -4347.000       0.031518       0.026645       0.413934
   -4346.000       0.032099       0.030946       0.413596
   -4345.000       0.032748       0.032740       0.413027
   -4344.000       0.033277       0.031640       0.412241
   -4343.000       0.033871       0.027781       0.411267
   -4342.000       0.034344       0.021314       0.410133
   -4341.000       0.034804       0.012776       0.408870
   -4340.000       0.035290       0.002882       0.407525
   -4339.000       0.035653      -0.007502       0.406134
   -4338.000       0.036008      -0.017513       0.404743
   -4337.000       0.036367      -0.026120       0.403399
   -4336.000       0.036637      -0.032626       0.402142
   -4335.000       0.036893      -0.036320       0.401013
   -4334.000       0.037117      -0.036856       0.400049
   -4333.000       0.037316      -0.034129       0.399275
   -4332.000       0.037501      -0.028373       0.398717
   -4331.000       0.037578      -0.020028       0.398388
   -4330.000       0.037760      -0.009925       0.398291
   -4329.000       0.037833       0.001153       0.398425
   -4328.000       0.037852       0.012077       0.398779
   -4327.000       0.037975       0.022047       0.399330
   -4326.000       0.037955       0.030029       0.400054
   -4325.000       0.037971       0.035467       0.400919
   -4324.000       0.037951       0.037846       0.401888
   -4323.000       0.037917       0.037040       0.402925
   -4322.000       0.037849       0.033105       0.403988
   -4321.000       0.037752       0.026504       0.405041
   -4320.000       0.037635       0.017725       0.406046
   -4319.000       0.037539       0.007613       0.406970
   -4318.000       0.037327      -0.003014       0.407780
   -4317.000       0.037172      -0.013270       0.408454
   -4316.000       0.037007      -0.022364       0.408971
   -4315.000       0.036731      -0.029491       0.409316
   -4314.000       0.036526      -0.034238       0.409485
   -4313.000       0.036272      -0.036170       0.409476
   -4312.000       0.035984      -0.035199       0.409298
   -4311.000       0.035696      -0.031506       0.408964
   -4310.000       0.035395      -0.025371       0.408492
   -4309.000       0.035097      -0.017323       0.407906
   -4308.000       0.034772      -0.008114       0.407233
   -4307.000       0.034404       0.001599       0.406499
   -4306.000       0.034150       0.011006       0.405735
   -4305.000       0.033729       0.019313       0.404971
   -4304.000       0.033386       0.025969       0.404232
   -4303.000       0.033043       0.030435       0.403545
   -4302.000       0.032633       0.032407       0.402932
   -4301.000       0.032231       0.031808       0.402411
   -4300.000       0.031839       0.028804       0.401997
   -4299.000       0.031392       0.023558       0.401698
   -4298.000       0.030967       0.016761       0.401518
   -4297.000       0.030473       0.008823       0.401458
   -4296.000       0.030051       0.000484       0.401507
   -4295.000       0.029544      -0.007600       0.401656
   -4294.000       0.029015      -0.014799       0.401892
   -4293.000       0.028576      -0.020696       0.402197
   -4292.000       0.028000      -0.024734       0.402553
   -4291.000       0.027502      -0.026871       0.402944
   -4290.000       0.026972      -0.026931       0.403352
   -4289.000       0.026440      -0.025057       0.403762
   -4288.000       0.025917      -0.021467       0.404162
   -4287.000       0.025360      -0.016581       0.404539
   -4286.000       0.024868      -0.010725       0.404889
   -4285.000       0.024335      -0.004427       0.405205
   -4284.000       0.023797       0.001815       0.405484
   -4283.000       0.023324       0.007686       0.405730
   -4282.000       0.022849       0.012753       0.405944
   -4281.000       0.022318       0.016700       0.406131
   -4280.000       0.021942       0.019521       0.406300
   -4279.000       0.021497       0.020951       0.406457
   -4278.000       0.021108       0.021103       0.406609
   -4277.000       0.020782       0.020069       0.406766
   -4276.000       0.020501       0.017969       0.406934
   -4275.000       0.020237       0.014902       0.407118
   -4274.000       0.020080       0.011266       0.407321
   -4273.000       0.019948       0.007027       0.407543
   -4272.000       0.019930       0.002527       0.407780
   -4271.000       0.019926      -0.002059       0.408027
   -4270.000       0.020038      -0.006585       0.408272
   -4269.000       0.020268      -0.010910       0.408501
   -4268.000       0.020472      -0.014683       0.408697
   -4267.000       0.020854      -0.017935       0.408842
   -4266.000       0.021317      -0.020367       0.408917
   -4265.000       0.021761      -0.021722       0.408904
   -4264.000       0.022386      -0.022022       0.408788
   -4263.000       0.023026      -0.020979       0.408555
   -4262.000       0.023709      -0.018544       0.408196
   -4261.000       0.024493      -0.014780       0.407708
   -4260.000       0.025266      -0.009753       0.407090
   -4259.000       0.026159      -0.003560       0.406345
   -4258.000       0.026993       0.003253       0.405485
   -4257.000       0.027919       0.010450       0.404526
   -4256.000       0.028887       0.017491       0.403486
   -4255.000       0.029816       0.023682       0.402393
   -4254.000       0.030761       0.028552       0.401276
   -4253.000       0.031814       0.031626       0.400170
   -4252.000       0.032726       0.032262       0.399114
   -4251.000       0.033720       0.030415       0.398147
   -4250.000       0.034719       0.025964       0.397306
   -4249.000       0.035638       0.018946       0.396632
   -4248.000       0.036609       0.010014       0.396155
   -4247.000       0.037515      -0.000314       0.395902
   -4246.000       0.038455      -0.011264       0.395897
   -4245.000       0.039336      -0.021713       0.396147
   -4244.000       0.040187      -0.030835       0.396658
   -4243.000       0.041075      -0.037736       0.397424
   -4242.000       0.041887      -0.041606       0.398427
   -4241.000       0.042653      -0.041994       0.399644
   -4240.000       0.043458      -0.038845       0.401046
   -4239.000       0.044174      -0.032102       0.402590
   -4238.000       0.044854      -0.022427       0.404234
   -4237.000       0.045541      -0.010566       0.405934
   -4236.000       0.046136       0.002581       0.407634
   -4235.000       0.046752       0.015824       0.409286
   -4234.000       0.047223       0.027943       0.410845
   -4233.000       0.047768       0.038044       0.412259
   -4232.000       0.048180       0.045070       0.413490
   -4231.000       0.048534       0.048400       0.414505
   -4230.000       0.048902       0.047798       0.415268
   -4229.000       0.049180       0.043165       0.415764
   -4228.000       0.049372       0.034843       0.415981
   -4227.000       0.049581       0.023625       0.415910
   -4226.000       0.049690       0.010334       0.415561
   -4225.000       0.049785      -0.003945       0.414946
